charger_id,station_id,city_id,business_date,attempts_on_day,started_on_day,tech_fails_on_day,fail_flag,users_on_day
CH-DL-04-1,ST-DL-04,DL,2025-12-29,15,13,2,1,15
CH-DL-04-2,ST-DL-04,DL,2025-12-29,21,20,1,1,21
CH-DL-04-3,ST-DL-04,DL,2025-12-29,6,6,0,0,6
CH-DL-05-1,ST-DL-05,DL,2025-12-29,9,8,1,1,9
CH-DL-05-2,ST-DL-05,DL,2025-12-29,5,5,0,0,5
CH-DL-05-3,ST-DL-05,DL,2025-12-29,3,3,0,0,3
CH-SH-01-1,ST-SH-01,SH,2025-12-29,9,8,1,1,9
CH-SH-01-2,ST-SH-01,SH,2025-12-29,10,10,0,0,10
CH-SH-01-3,ST-SH-01,SH,2025-12-29,3,3,0,0,3
CH-SH-02-1,ST-SH-02,SH,2025-12-29,13,13,0,0,13
CH-SH-02-2,ST-SH-02,SH,2025-12-29,12,11,1,1,12
CH-SH-02-3,ST-SH-02,SH,2025-12-29,6,6,0,0,6
CH-SH-03-1,ST-SH-03,SH,2025-12-29,4,4,0,0,4
CH-SH-03-2,ST-SH-03,SH,2025-12-29,0,0,0,0,0
CH-SH-03-3,ST-SH-03,SH,2025-12-29,2,2,0,0,2
CH-SH-04-1,ST-SH-04,SH,2025-12-29,11,11,0,0,11
CH-SH-04-2,ST-SH-04,SH,2025-12-29,16,16,0,0,16
CH-SH-04-3,ST-SH-04,SH,2025-12-29,6,6,0,0,6
CH-SH-05-1,ST-SH-05,SH,2025-12-29,9,9,0,0,9
CH-SH-05-2,ST-SH-05,SH,2025-12-29,11,11,0,0,11
CH-SH-05-3,ST-SH-05,SH,2025-12-29,4,4,0,0,4
CH-SY-01-1,ST-SY-01,SY,2025-12-29,8,8,0,0,8
CH-SY-01-2,ST-SY-01,SY,2025-12-29,7,6,1,1,7
CH-SY-01-3,ST-SY-01,SY,2025-12-29,3,3,0,0,3
CH-SY-02-1,ST-SY-02,SY,2025-12-29,9,9,0,0,9
CH-SY-02-2,ST-SY-02,SY,2025-12-29,12,12,0,0,12
CH-SY-02-3,ST-SY-02,SY,2025-12-29,3,3,0,0,3
CH-SY-03-1,ST-SY-03,SY,2025-12-29,3,3,0,0,3
CH-SY-03-2,ST-SY-03,SY,2025-12-29,3,3,0,0,3
CH-SY-03-3,ST-SY-03,SY,2025-12-29,2,2,0,0,2
CH-SY-04-1,ST-SY-04,SY,2025-12-29,11,9,2,1,11
CH-SY-04-2,ST-SY-04,SY,2025-12-29,17,16,1,1,16
CH-SY-04-3,ST-SY-04,SY,2025-12-29,4,4,0,0,4
CH-SY-05-1,ST-SY-05,SY,2025-12-29,6,5,1,1,6
CH-SY-05-2,ST-SY-05,SY,2025-12-29,8,8,0,0,8
CH-SY-05-3,ST-SY-05,SY,2025-12-29,4,4,0,0,4
CH-SZ-01-1,ST-SZ-01,SZ,2025-12-29,11,11,0,0,11
CH-SZ-01-2,ST-SZ-01,SZ,2025-12-29,7,5,2,1,7
CH-SZ-01-3,ST-SZ-01,SZ,2025-12-29,2,2,0,0,2
CH-SZ-02-1,ST-SZ-02,SZ,2025-12-29,9,7,2,1,9
CH-SZ-02-2,ST-SZ-02,SZ,2025-12-29,10,10,0,0,10
CH-SZ-02-3,ST-SZ-02,SZ,2025-12-29,3,3,0,0,3
CH-SZ-03-1,ST-SZ-03,SZ,2025-12-29,8,8,0,0,8
CH-SZ-03-2,ST-SZ-03,SZ,2025-12-29,4,4,0,0,4
CH-SZ-03-3,ST-SZ-03,SZ,2025-12-29,3,3,0,0,3
CH-SZ-04-1,ST-SZ-04,SZ,2025-12-29,13,13,0,0,13
CH-SZ-04-2,ST-SZ-04,SZ,2025-12-29,23,23,0,0,23
CH-SZ-04-3,ST-SZ-04,SZ,2025-12-29,4,4,0,0,4
CH-SZ-05-1,ST-SZ-05,SZ,2025-12-29,10,10,0,0,10
CH-SZ-05-2,ST-SZ-05,SZ,2025-12-29,15,15,0,0,15
CH-SZ-05-3,ST-SZ-05,SZ,2025-12-29,2,2,0,0,2
CH-BJ-01-1,ST-BJ-01,BJ,2025-12-30,7,7,0,0,7
CH-BJ-01-2,ST-BJ-01,BJ,2025-12-30,11,11,0,0,11
CH-BJ-01-3,ST-BJ-01,BJ,2025-12-30,3,3,0,0,3
CH-BJ-02-1,ST-BJ-02,BJ,2025-12-30,9,8,1,1,9
CH-BJ-02-2,ST-BJ-02,BJ,2025-12-30,14,14,0,0,14
CH-BJ-02-3,ST-BJ-02,BJ,2025-12-30,3,3,0,0,3
CH-BJ-03-1,ST-BJ-03,BJ,2025-12-30,5,5,0,0,5
CH-BJ-03-2,ST-BJ-03,BJ,2025-12-30,1,1,0,0,1
CH-BJ-03-3,ST-BJ-03,BJ,2025-12-30,2,2,0,0,2
CH-BJ-04-1,ST-BJ-04,BJ,2025-12-30,14,14,0,0,14
CH-BJ-04-2,ST-BJ-04,BJ,2025-12-30,18,18,0,0,18
CH-BJ-04-3,ST-BJ-04,BJ,2025-12-30,5,5,0,0,5
CH-BJ-05-1,ST-BJ-05,BJ,2025-12-30,7,6,1,1,7
CH-BJ-05-2,ST-BJ-05,BJ,2025-12-30,9,9,0,0,9
CH-BJ-05-3,ST-BJ-05,BJ,2025-12-30,2,2,0,0,2
CH-DL-01-1,ST-DL-01,DL,2025-12-30,6,5,1,1,6
CH-DL-01-2,ST-DL-01,DL,2025-12-30,11,11,0,0,11
CH-DL-01-3,ST-DL-01,DL,2025-12-30,5,5,0,0,5
CH-DL-02-1,ST-DL-02,DL,2025-12-30,12,12,0,0,12
CH-DL-02-2,ST-DL-02,DL,2025-12-30,12,12,0,0,12
CH-DL-02-3,ST-DL-02,DL,2025-12-30,5,5,0,0,5
CH-DL-03-1,ST-DL-03,DL,2025-12-30,7,7,0,0,7
CH-DL-03-2,ST-DL-03,DL,2025-12-30,1,1,0,0,1
CH-DL-03-3,ST-DL-03,DL,2025-12-30,1,1,0,0,1
CH-DL-04-1,ST-DL-04,DL,2025-12-30,14,14,0,0,12
CH-DL-04-2,ST-DL-04,DL,2025-12-30,17,15,2,1,16
CH-DL-04-3,ST-DL-04,DL,2025-12-30,4,4,0,0,4
CH-DL-05-1,ST-DL-05,DL,2025-12-30,5,5,0,0,5
CH-DL-05-2,ST-DL-05,DL,2025-12-30,8,8,0,0,8
CH-DL-05-3,ST-DL-05,DL,2025-12-30,3,3,0,0,3
CH-SH-01-1,ST-SH-01,SH,2025-12-30,7,6,1,1,7
CH-SH-01-2,ST-SH-01,SH,2025-12-30,10,10,0,0,10
CH-SH-01-3,ST-SH-01,SH,2025-12-30,7,7,0,0,7
CH-SH-02-1,ST-SH-02,SH,2025-12-30,13,12,1,1,13
CH-SH-02-2,ST-SH-02,SH,2025-12-30,15,15,0,0,15
CH-SH-02-3,ST-SH-02,SH,2025-12-30,5,5,0,0,5
CH-SH-03-1,ST-SH-03,SH,2025-12-30,6,6,0,0,6
CH-SH-03-2,ST-SH-03,SH,2025-12-30,4,4,0,0,4
CH-SH-03-3,ST-SH-03,SH,2025-12-30,3,3,0,0,3
CH-SH-04-1,ST-SH-04,SH,2025-12-30,13,13,0,0,13
CH-SH-04-2,ST-SH-04,SH,2025-12-30,15,15,0,0,15
CH-SH-04-3,ST-SH-04,SH,2025-12-30,3,3,0,0,3
CH-SH-05-1,ST-SH-05,SH,2025-12-30,9,9,0,0,9
CH-SH-05-2,ST-SH-05,SH,2025-12-30,9,9,0,0,9
CH-SH-05-3,ST-SH-05,SH,2025-12-30,5,5,0,0,5
CH-SY-01-1,ST-SY-01,SY,2025-12-30,6,6,0,0,6
CH-SY-01-2,ST-SY-01,SY,2025-12-30,7,7,0,0,7
CH-SY-01-3,ST-SY-01,SY,2025-12-30,5,5,0,0,5
CH-SY-02-1,ST-SY-02,SY,2025-12-30,11,9,2,1,11
CH-SY-02-2,ST-SY-02,SY,2025-12-30,15,14,1,1,15
CH-SY-02-3,ST-SY-02,SY,2025-12-30,4,4,0,0,4
CH-SY-03-1,ST-SY-03,SY,2025-12-30,5,4,1,1,5
CH-SY-03-2,ST-SY-03,SY,2025-12-30,3,3,0,0,3
CH-SY-03-3,ST-SY-03,SY,2025-12-30,2,2,0,0,2
CH-SY-04-1,ST-SY-04,SY,2025-12-30,13,11,2,1,13
CH-SY-04-2,ST-SY-04,SY,2025-12-30,18,18,0,0,18
CH-SY-04-3,ST-SY-04,SY,2025-12-30,4,4,0,0,4
CH-SY-05-1,ST-SY-05,SY,2025-12-30,8,8,0,0,8
CH-SY-05-2,ST-SY-05,SY,2025-12-30,8,8,0,0,8
CH-SY-05-3,ST-SY-05,SY,2025-12-30,4,4,0,0,4
CH-SZ-01-1,ST-SZ-01,SZ,2025-12-30,12,12,0,0,12
CH-SZ-01-2,ST-SZ-01,SZ,2025-12-30,12,11,1,1,12
CH-SZ-01-3,ST-SZ-01,SZ,2025-12-30,4,4,0,0,4
CH-SZ-02-1,ST-SZ-02,SZ,2025-12-30,7,7,0,0,7
CH-SZ-02-2,ST-SZ-02,SZ,2025-12-30,8,8,0,0,8
CH-SZ-02-3,ST-SZ-02,SZ,2025-12-30,3,3,0,0,3
CH-SZ-03-1,ST-SZ-03,SZ,2025-12-30,4,4,0,0,4
CH-SZ-03-2,ST-SZ-03,SZ,2025-12-30,3,3,0,0,3
CH-SZ-03-3,ST-SZ-03,SZ,2025-12-30,2,2,0,0,2
CH-SZ-04-1,ST-SZ-04,SZ,2025-12-30,14,13,1,1,14
CH-SZ-04-2,ST-SZ-04,SZ,2025-12-30,15,15,0,0,15
CH-SZ-04-3,ST-SZ-04,SZ,2025-12-30,3,3,0,0,3
CH-SZ-05-1,ST-SZ-05,SZ,2025-12-30,8,6,2,1,8
CH-SZ-05-2,ST-SZ-05,SZ,2025-12-30,9,8,1,1,9
CH-SZ-05-3,ST-SZ-05,SZ,2025-12-30,3,3,0,0,3
CH-BJ-01-1,ST-BJ-01,BJ,2025-12-31,7,6,1,1,7
CH-BJ-01-2,ST-BJ-01,BJ,2025-12-31,7,7,0,0,7
CH-BJ-01-3,ST-BJ-01,BJ,2025-12-31,4,4,0,0,4
CH-BJ-02-1,ST-BJ-02,BJ,2025-12-31,11,10,1,1,11
CH-BJ-02-2,ST-BJ-02,BJ,2025-12-31,9,9,0,0,9
CH-BJ-02-3,ST-BJ-02,BJ,2025-12-31,3,3,0,0,3
CH-BJ-03-1,ST-BJ-03,BJ,2025-12-31,9,8,1,1,9
CH-BJ-03-2,ST-BJ-03,BJ,2025-12-31,3,3,0,0,3
CH-BJ-03-3,ST-BJ-03,BJ,2025-12-31,2,2,0,0,2
CH-BJ-04-1,ST-BJ-04,BJ,2025-12-31,11,10,1,1,11
CH-BJ-04-2,ST-BJ-04,BJ,2025-12-31,10,9,1,1,10
CH-BJ-04-3,ST-BJ-04,BJ,2025-12-31,3,3,0,0,3
CH-BJ-05-1,ST-BJ-05,BJ,2025-12-31,8,8,0,0,8
CH-BJ-05-2,ST-BJ-05,BJ,2025-12-31,8,6,2,1,8
CH-BJ-05-3,ST-BJ-05,BJ,2025-12-31,7,6,1,1,7
CH-DL-01-1,ST-DL-01,DL,2025-12-31,8,8,0,0,8
CH-DL-01-2,ST-DL-01,DL,2025-12-31,11,11,0,0,11
CH-DL-01-3,ST-DL-01,DL,2025-12-31,4,3,1,1,4
CH-DL-02-1,ST-DL-02,DL,2025-12-31,11,11,0,0,11
CH-DL-02-2,ST-DL-02,DL,2025-12-31,12,11,1,1,12
CH-DL-02-3,ST-DL-02,DL,2025-12-31,2,2,0,0,2
CH-DL-03-1,ST-DL-03,DL,2025-12-31,5,5,0,0,5
CH-DL-03-2,ST-DL-03,DL,2025-12-31,2,2,0,0,2
CH-DL-03-3,ST-DL-03,DL,2025-12-31,2,2,0,0,2
CH-DL-04-1,ST-DL-04,DL,2025-12-31,14,13,1,1,14
CH-DL-04-2,ST-DL-04,DL,2025-12-31,22,20,2,1,22
CH-DL-04-3,ST-DL-04,DL,2025-12-31,6,4,2,1,6
CH-DL-05-1,ST-DL-05,DL,2025-12-31,2,2,0,0,2
CH-DL-05-2,ST-DL-05,DL,2025-12-31,4,4,0,0,4
CH-DL-05-3,ST-DL-05,DL,2025-12-31,3,3,0,0,3
CH-SH-01-1,ST-SH-01,SH,2025-12-31,9,9,0,0,9
CH-SH-01-2,ST-SH-01,SH,2025-12-31,13,13,0,0,13
CH-SH-01-3,ST-SH-01,SH,2025-12-31,3,3,0,0,3
CH-SH-02-1,ST-SH-02,SH,2025-12-31,11,10,1,1,11
CH-SH-02-2,ST-SH-02,SH,2025-12-31,12,12,0,0,12
CH-SH-02-3,ST-SH-02,SH,2025-12-31,5,4,1,1,5
CH-SH-03-1,ST-SH-03,SH,2025-12-31,7,6,1,1,7
CH-SH-03-2,ST-SH-03,SH,2025-12-31,3,3,0,0,3
CH-SH-03-3,ST-SH-03,SH,2025-12-31,3,3,0,0,3
CH-SH-04-1,ST-SH-04,SH,2025-12-31,18,16,2,1,18
CH-SH-04-2,ST-SH-04,SH,2025-12-31,19,18,1,1,19
CH-SH-04-3,ST-SH-04,SH,2025-12-31,5,5,0,0,5
CH-SH-05-1,ST-SH-05,SH,2025-12-31,4,4,0,0,4
CH-SH-05-2,ST-SH-05,SH,2025-12-31,8,8,0,0,8
CH-SH-05-3,ST-SH-05,SH,2025-12-31,5,5,0,0,5
CH-SY-01-1,ST-SY-01,SY,2025-12-31,9,7,2,1,9
CH-SY-01-2,ST-SY-01,SY,2025-12-31,11,11,0,0,11
CH-SY-01-3,ST-SY-01,SY,2025-12-31,3,3,0,0,3
CH-SY-02-1,ST-SY-02,SY,2025-12-31,10,9,1,1,10
CH-SY-02-2,ST-SY-02,SY,2025-12-31,14,14,0,0,14
CH-SY-02-3,ST-SY-02,SY,2025-12-31,4,4,0,0,4
CH-SY-03-1,ST-SY-03,SY,2025-12-31,11,11,0,0,11
CH-SY-03-2,ST-SY-03,SY,2025-12-31,2,2,0,0,2
CH-SY-03-3,ST-SY-03,SY,2025-12-31,3,3,0,0,3
CH-SY-04-1,ST-SY-04,SY,2025-12-31,20,20,0,0,20
CH-SY-04-2,ST-SY-04,SY,2025-12-31,16,15,1,1,15
CH-SY-04-3,ST-SY-04,SY,2025-12-31,5,4,1,1,5
CH-SY-05-1,ST-SY-05,SY,2025-12-31,9,9,0,0,9
CH-SY-05-2,ST-SY-05,SY,2025-12-31,8,8,0,0,8
CH-SY-05-3,ST-SY-05,SY,2025-12-31,4,4,0,0,4
CH-SZ-01-1,ST-SZ-01,SZ,2025-12-31,9,7,2,1,9
CH-SZ-01-2,ST-SZ-01,SZ,2025-12-31,11,11,0,0,11
CH-SZ-01-3,ST-SZ-01,SZ,2025-12-31,2,2,0,0,2
CH-SZ-02-1,ST-SZ-02,SZ,2025-12-31,6,6,0,0,6
CH-SZ-02-2,ST-SZ-02,SZ,2025-12-31,8,8,0,0,8
CH-SZ-02-3,ST-SZ-02,SZ,2025-12-31,5,5,0,0,5
CH-SZ-03-1,ST-SZ-03,SZ,2025-12-31,12,10,2,1,12
CH-SZ-03-2,ST-SZ-03,SZ,2025-12-31,3,3,0,0,3
CH-SZ-03-3,ST-SZ-03,SZ,2025-12-31,2,2,0,0,2
CH-SZ-04-1,ST-SZ-04,SZ,2025-12-31,11,11,0,0,11
CH-SZ-04-2,ST-SZ-04,SZ,2025-12-31,13,13,0,0,12
CH-SZ-04-3,ST-SZ-04,SZ,2025-12-31,4,3,1,1,4
CH-SZ-05-1,ST-SZ-05,SZ,2025-12-31,9,9,0,0,9
CH-SZ-05-2,ST-SZ-05,SZ,2025-12-31,7,7,0,0,7
CH-SZ-05-3,ST-SZ-05,SZ,2025-12-31,3,3,0,0,3
CH-BJ-01-1,ST-BJ-01,BJ,2026-01-01,2,0,2,1,2
CH-BJ-01-2,ST-BJ-01,BJ,2026-01-01,0,0,0,0,0
CH-BJ-01-3,ST-BJ-01,BJ,2026-01-01,3,3,0,0,3
CH-BJ-02-1,ST-BJ-02,BJ,2026-01-01,12,12,0,0,12
CH-BJ-02-2,ST-BJ-02,BJ,2026-01-01,14,13,1,1,14
CH-BJ-02-3,ST-BJ-02,BJ,2026-01-01,6,6,0,0,6
CH-BJ-03-1,ST-BJ-03,BJ,2026-01-01,5,3,2,1,5
CH-BJ-03-2,ST-BJ-03,BJ,2026-01-01,2,2,0,0,2
CH-BJ-03-3,ST-BJ-03,BJ,2026-01-01,1,1,0,0,1
CH-BJ-04-1,ST-BJ-04,BJ,2026-01-01,13,11,2,1,13
CH-BJ-04-2,ST-BJ-04,BJ,2026-01-01,18,18,0,0,18
CH-BJ-04-3,ST-BJ-04,BJ,2026-01-01,4,4,0,0,4
CH-BJ-05-1,ST-BJ-05,BJ,2026-01-01,7,6,1,1,7
CH-BJ-05-2,ST-BJ-05,BJ,2026-01-01,3,3,0,0,3
CH-BJ-05-3,ST-BJ-05,BJ,2026-01-01,3,3,0,0,3
CH-DL-01-1,ST-DL-01,DL,2026-01-01,1,0,1,1,1
CH-DL-01-2,ST-DL-01,DL,2026-01-01,3,3,0,0,3
CH-DL-01-3,ST-DL-01,DL,2026-01-01,4,4,0,0,4
CH-DL-02-1,ST-DL-02,DL,2026-01-01,12,11,1,1,12
CH-DL-02-2,ST-DL-02,DL,2026-01-01,12,12,0,0,12
CH-DL-02-3,ST-DL-02,DL,2026-01-01,3,3,0,0,3
CH-DL-03-1,ST-DL-03,DL,2026-01-01,6,5,1,1,6
CH-DL-03-2,ST-DL-03,DL,2026-01-01,2,2,0,0,2
CH-DL-03-3,ST-DL-03,DL,2026-01-01,3,3,0,0,3
CH-DL-04-1,ST-DL-04,DL,2026-01-01,14,14,0,0,14
CH-DL-04-2,ST-DL-04,DL,2026-01-01,20,20,0,0,19
CH-DL-04-3,ST-DL-04,DL,2026-01-01,4,4,0,0,4
CH-DL-05-1,ST-DL-05,DL,2026-01-01,1,1,0,0,1
CH-DL-05-2,ST-DL-05,DL,2026-01-01,2,2,0,0,2
CH-DL-05-3,ST-DL-05,DL,2026-01-01,2,2,0,0,2
CH-SH-01-1,ST-SH-01,SH,2026-01-01,2,2,0,0,2
CH-SH-01-2,ST-SH-01,SH,2026-01-01,4,4,0,0,4
CH-SH-01-3,ST-SH-01,SH,2026-01-01,2,2,0,0,2
CH-SH-02-1,ST-SH-02,SH,2026-01-01,16,13,3,1,16
CH-SH-02-2,ST-SH-02,SH,2026-01-01,11,11,0,0,11
CH-SH-02-3,ST-SH-02,SH,2026-01-01,5,5,0,0,5
CH-SH-03-1,ST-SH-03,SH,2026-01-01,6,6,0,0,6
CH-SH-03-2,ST-SH-03,SH,2026-01-01,2,2,0,0,2
CH-SH-03-3,ST-SH-03,SH,2026-01-01,2,2,0,0,2
CH-SH-04-1,ST-SH-04,SH,2026-01-01,14,14,0,0,14
CH-SH-04-2,ST-SH-04,SH,2026-01-01,16,16,0,0,16
CH-SH-04-3,ST-SH-04,SH,2026-01-01,5,5,0,0,5
CH-SH-05-1,ST-SH-05,SH,2026-01-01,0,0,0,0,0
CH-SH-05-2,ST-SH-05,SH,2026-01-01,2,2,0,0,2
CH-SH-05-3,ST-SH-05,SH,2026-01-01,3,3,0,0,3
CH-SY-01-1,ST-SY-01,SY,2026-01-01,4,3,1,1,4
CH-SY-01-2,ST-SY-01,SY,2026-01-01,4,4,0,0,4
CH-SY-01-3,ST-SY-01,SY,2026-01-01,2,2,0,0,2
CH-SY-02-1,ST-SY-02,SY,2026-01-01,10,8,2,1,10
CH-SY-02-2,ST-SY-02,SY,2026-01-01,13,11,2,1,13
CH-SY-02-3,ST-SY-02,SY,2026-01-01,5,5,0,0,5
CH-SY-03-1,ST-SY-03,SY,2026-01-01,6,6,0,0,6
CH-SY-03-2,ST-SY-03,SY,2026-01-01,2,2,0,0,2
CH-SY-03-3,ST-SY-03,SY,2026-01-01,3,3,0,0,3
CH-SY-04-1,ST-SY-04,SY,2026-01-01,16,14,2,1,15
CH-SY-04-2,ST-SY-04,SY,2026-01-01,18,18,0,0,17
CH-SY-04-3,ST-SY-04,SY,2026-01-01,5,5,0,0,5
CH-SY-05-1,ST-SY-05,SY,2026-01-01,1,1,0,0,1
CH-SY-05-2,ST-SY-05,SY,2026-01-01,1,1,0,0,1
CH-SY-05-3,ST-SY-05,SY,2026-01-01,3,3,0,0,3
CH-SZ-01-1,ST-SZ-01,SZ,2026-01-01,2,2,0,0,2
CH-SZ-01-2,ST-SZ-01,SZ,2026-01-01,2,2,0,0,2
CH-SZ-01-3,ST-SZ-01,SZ,2026-01-01,2,2,0,0,2
CH-SZ-02-1,ST-SZ-02,SZ,2026-01-01,9,9,0,0,9
CH-SZ-02-2,ST-SZ-02,SZ,2026-01-01,9,9,0,0,9
CH-SZ-02-3,ST-SZ-02,SZ,2026-01-01,5,5,0,0,5
CH-SZ-03-1,ST-SZ-03,SZ,2026-01-01,6,6,0,0,6
CH-SZ-03-2,ST-SZ-03,SZ,2026-01-01,3,3,0,0,3
CH-SZ-03-3,ST-SZ-03,SZ,2026-01-01,2,2,0,0,2
CH-SZ-04-1,ST-SZ-04,SZ,2026-01-01,16,16,0,0,15
CH-SZ-04-2,ST-SZ-04,SZ,2026-01-01,18,18,0,0,18
CH-SZ-04-3,ST-SZ-04,SZ,2026-01-01,8,6,2,1,8
CH-SZ-05-1,ST-SZ-05,SZ,2026-01-01,1,0,1,1,1
CH-SZ-05-2,ST-SZ-05,SZ,2026-01-01,0,0,0,0,0
CH-SZ-05-3,ST-SZ-05,SZ,2026-01-01,2,2,0,0,2
CH-BJ-01-1,ST-BJ-01,BJ,2026-01-02,2,2,0,0,2
CH-BJ-01-2,ST-BJ-01,BJ,2026-01-02,2,2,0,0,2
CH-BJ-01-3,ST-BJ-01,BJ,2026-01-02,3,3,0,0,3
CH-BJ-02-1,ST-BJ-02,BJ,2026-01-02,12,10,2,1,12
CH-BJ-02-2,ST-BJ-02,BJ,2026-01-02,13,13,0,0,13
CH-BJ-02-3,ST-BJ-02,BJ,2026-01-02,2,2,0,0,2
CH-BJ-03-1,ST-BJ-03,BJ,2026-01-02,11,11,0,0,11
CH-BJ-03-2,ST-BJ-03,BJ,2026-01-02,1,1,0,0,1
CH-BJ-03-3,ST-BJ-03,BJ,2026-01-02,1,1,0,0,1
CH-BJ-04-1,ST-BJ-04,BJ,2026-01-02,16,15,1,1,15
CH-BJ-04-2,ST-BJ-04,BJ,2026-01-02,17,17,0,0,17
CH-BJ-04-3,ST-BJ-04,BJ,2026-01-02,9,8,1,1,9
CH-BJ-05-1,ST-BJ-05,BJ,2026-01-02,1,1,0,0,1
CH-BJ-05-2,ST-BJ-05,BJ,2026-01-02,2,2,0,0,2
CH-BJ-05-3,ST-BJ-05,BJ,2026-01-02,3,3,0,0,3
CH-DL-01-1,ST-DL-01,DL,2026-01-02,3,3,0,0,3
CH-DL-01-2,ST-DL-01,DL,2026-01-02,1,1,0,0,1
CH-DL-01-3,ST-DL-01,DL,2026-01-02,2,2,0,0,2
CH-DL-02-1,ST-DL-02,DL,2026-01-02,10,9,1,1,10
CH-DL-02-2,ST-DL-02,DL,2026-01-02,12,12,0,0,12
CH-DL-02-3,ST-DL-02,DL,2026-01-02,4,4,0,0,4
CH-DL-03-1,ST-DL-03,DL,2026-01-02,5,5,0,0,5
CH-DL-03-2,ST-DL-03,DL,2026-01-02,3,3,0,0,3
CH-DL-03-3,ST-DL-03,DL,2026-01-02,2,2,0,0,2
CH-DL-04-1,ST-DL-04,DL,2026-01-02,11,11,0,0,11
CH-DL-04-2,ST-DL-04,DL,2026-01-02,18,18,0,0,18
CH-DL-04-3,ST-DL-04,DL,2026-01-02,6,6,0,0,6
CH-DL-05-1,ST-DL-05,DL,2026-01-02,1,1,0,0,1
CH-DL-05-2,ST-DL-05,DL,2026-01-02,1,1,0,0,1
CH-DL-05-3,ST-DL-05,DL,2026-01-02,1,1,0,0,1
CH-SH-01-1,ST-SH-01,SH,2026-01-02,1,1,0,0,1
CH-SH-01-2,ST-SH-01,SH,2026-01-02,1,1,0,0,1
CH-SH-01-3,ST-SH-01,SH,2026-01-02,1,1,0,0,1
CH-SH-02-1,ST-SH-02,SH,2026-01-02,7,7,0,0,7
CH-SH-02-2,ST-SH-02,SH,2026-01-02,12,12,0,0,12
CH-SH-02-3,ST-SH-02,SH,2026-01-02,5,5,0,0,5
CH-SH-03-1,ST-SH-03,SH,2026-01-02,8,8,0,0,8
CH-SH-03-2,ST-SH-03,SH,2026-01-02,3,3,0,0,3
CH-SH-03-3,ST-SH-03,SH,2026-01-02,2,2,0,0,2
CH-SH-04-1,ST-SH-04,SH,2026-01-02,19,16,3,1,19
CH-SH-04-2,ST-SH-04,SH,2026-01-02,18,18,0,0,18
CH-SH-04-3,ST-SH-04,SH,2026-01-02,6,5,1,1,6
CH-SH-05-1,ST-SH-05,SH,2026-01-02,4,4,0,0,4
CH-SH-05-2,ST-SH-05,SH,2026-01-02,2,2,0,0,2
CH-SH-05-3,ST-SH-05,SH,2026-01-02,3,3,0,0,3
CH-SY-01-1,ST-SY-01,SY,2026-01-02,3,3,0,0,3
CH-SY-01-2,ST-SY-01,SY,2026-01-02,2,2,0,0,2
CH-SY-01-3,ST-SY-01,SY,2026-01-02,1,1,0,0,1
CH-SY-02-1,ST-SY-02,SY,2026-01-02,13,11,2,1,13
CH-SY-02-2,ST-SY-02,SY,2026-01-02,12,12,0,0,12
CH-SY-02-3,ST-SY-02,SY,2026-01-02,4,4,0,0,4
CH-SY-03-1,ST-SY-03,SY,2026-01-02,6,5,1,1,6
CH-SY-03-2,ST-SY-03,SY,2026-01-02,3,3,0,0,3
CH-SY-03-3,ST-SY-03,SY,2026-01-02,2,2,0,0,2
CH-SY-04-1,ST-SY-04,SY,2026-01-02,14,14,0,0,14
CH-SY-04-2,ST-SY-04,SY,2026-01-02,15,15,0,0,15
CH-SY-04-3,ST-SY-04,SY,2026-01-02,5,5,0,0,5
CH-SY-05-1,ST-SY-05,SY,2026-01-02,5,4,1,1,5
CH-SY-05-2,ST-SY-05,SY,2026-01-02,6,6,0,0,6
CH-SY-05-3,ST-SY-05,SY,2026-01-02,1,1,0,0,1
CH-SZ-01-1,ST-SZ-01,SZ,2026-01-02,3,3,0,0,3
CH-SZ-01-2,ST-SZ-01,SZ,2026-01-02,3,3,0,0,3
CH-SZ-01-3,ST-SZ-01,SZ,2026-01-02,3,3,0,0,3
CH-SZ-02-1,ST-SZ-02,SZ,2026-01-02,9,9,0,0,9
CH-SZ-02-2,ST-SZ-02,SZ,2026-01-02,16,15,1,1,16
CH-SZ-02-3,ST-SZ-02,SZ,2026-01-02,3,3,0,0,3
CH-SZ-03-1,ST-SZ-03,SZ,2026-01-02,5,5,0,0,5
CH-SZ-03-2,ST-SZ-03,SZ,2026-01-02,3,3,0,0,3
CH-SZ-03-3,ST-SZ-03,SZ,2026-01-02,1,1,0,0,1
CH-SZ-04-1,ST-SZ-04,SZ,2026-01-02,18,17,1,1,18
CH-SZ-04-2,ST-SZ-04,SZ,2026-01-02,16,16,0,0,15
CH-SZ-04-3,ST-SZ-04,SZ,2026-01-02,5,5,0,0,5
CH-SZ-05-1,ST-SZ-05,SZ,2026-01-02,2,2,0,0,2
CH-SZ-05-2,ST-SZ-05,SZ,2026-01-02,0,0,0,0,0
CH-SZ-05-3,ST-SZ-05,SZ,2026-01-02,2,2,0,0,2
CH-BJ-01-1,ST-BJ-01,BJ,2026-01-03,2,2,0,0,2
CH-BJ-01-2,ST-BJ-01,BJ,2026-01-03,3,3,0,0,3
CH-BJ-01-3,ST-BJ-01,BJ,2026-01-03,3,3,0,0,3
CH-BJ-02-1,ST-BJ-02,BJ,2026-01-03,10,9,1,1,10
